,Employment,AvgPrice,AvgWage,TotalInv,PriceStd,WageStd,InvStd,NumOpenPositions,HHLiquidity,FirmLiquidity,UnsatisfiedDemandPct
0,0,25.0,1428.0,0.0,0.0,0.0,0.0,0,3100000.0,0.0,0.0
1,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3100000.0,0.0,0.0
2,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3092437.6306900373,7562.369309962559,0.0
3,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3084875.261380075,15124.738619925118,0.0
4,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3077312.8920701123,22687.10792988768,0.0
5,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3069750.5227601496,30249.477239850235,0.0
6,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3062188.1534501873,37811.8465498128,0.0
7,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3054625.7841402246,45374.21585977536,0.0
8,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3047063.4148302623,52936.58516973791,0.0
9,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3039501.0455202996,60498.95447970047,0.0
10,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3031938.676210337,68061.32378966303,0.0
11,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3024376.3069003746,75623.6930996256,0.0
12,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3016813.937590412,83186.06240958815,0.0
13,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3009251.568280449,90748.4317195507,0.0
14,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3001689.198970487,98310.80102951327,0.0
15,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,2994126.829660524,105873.17033947582,0.0
16,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,2986564.4603505614,113435.53964943839,0.0
17,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,2979002.091040599,120997.90895940094,0.0
18,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,2971439.7217306364,128560.27826936351,0.0
19,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,2963877.3524206737,136122.64757932606,0.0
20,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,2956314.9831107114,143685.0168892886,0.0
21,100,25.207897699875197,1428.0,300.0,0.1767750026298483,0.0,0.0,0,3091552.6138007487,8447.386199251188,71.24532446616657
22,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,3083938.715675255,16061.28432474514,71.24532446616657
23,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,3068710.919424267,31289.08057573305,71.24532446616657
24,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,3053483.123173279,46516.87682672095,71.24532446616657
25,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,3038255.326922291,61744.67307770886,71.24532446616657
26,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,3023027.530671303,76972.46932869677,71.24532446616657
27,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,3007799.7344203154,92200.26557968468,71.24532446616657
28,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2992571.9381693276,107428.06183067258,71.24532446616657
29,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2977344.1419183393,122655.85808166048,71.24532446616657
30,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2962116.3456673515,137883.65433264838,71.24532446616657
31,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2946888.5494163637,153111.4505836363,71.24532446616657
32,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2931660.753165376,168339.2468346242,71.24532446616657
33,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2916432.9569143876,183567.04308561212,71.24532446616657
34,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2901205.1606634,198794.8393366,71.24532446616657
35,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2885977.364412412,214022.63558758792,71.24532446616657
36,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2870749.5681614242,229250.43183857584,71.24532446616657
37,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2855521.771910436,244478.22808956375,71.24532446616657
38,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2840293.975659448,259706.02434055167,71.24532446616657
39,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2825066.1794084604,274933.82059153955,71.24532446616657
40,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2809838.3831574726,290161.61684252747,71.24532446616657
41,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,2794610.586906485,305389.4130935154,71.24532446616657
42,200,25.37966041831318,1428.0,600.0,0.24140895491671116,0.0,0.0,0,3071440.0,28560.000000000004,67.03342135606253
43,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,3056093.483027878,43906.51697212183,67.03342135606253
44,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,3033073.7075696955,66926.29243030457,67.03342135606253
45,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,3010053.9321115124,89946.06788848732,67.03342135606253
46,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2987034.1566533297,112965.84334667007,67.03342135606253
47,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2964014.381195147,135985.61880485283,67.03342135606253
48,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2940994.6057369644,159005.39426303556,67.03342135606253
49,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2917974.8302787817,182025.16972121832,67.03342135606253
50,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2894955.054820599,205044.94517940105,67.03342135606253
51,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2871935.2793624164,228064.7206375838,67.03342135606253
52,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2848915.503904233,251084.49609576655,67.03342135606253
53,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2825895.7284460505,274104.2715539493,67.03342135606253
54,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2802875.952987868,297124.047012132,67.03342135606253
55,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2779856.177529685,320143.82247031474,67.03342135606253
56,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2756836.4020715025,343163.59792849753,67.03342135606253
57,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2733816.62661332,366183.37338668026,67.03342135606253
58,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2710796.8511551367,389203.148844863,67.03342135606253
59,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2687777.075696954,412222.9243030458,67.03342135606253
60,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2664757.3002387714,435242.6997612285,67.03342135606253
61,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2641737.5247805887,458262.4752194113,67.03342135606253
62,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,2618717.749322406,481282.25067759404,67.03342135606253
63,300,25.57752828686972,1428.0,900.0,0.3160220638958913,0.0,0.0,0,3057160.0,42840.0,61.07105533737849
64,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,3033984.296787434,66015.7032125663,61.07105533737849
65,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,3003548.0807558037,96451.91924419641,61.07105533737849
66,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2973111.8647241737,126888.13527582653,61.07105533737849
67,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2942675.648692543,157324.35130745664,61.07105533737849
68,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2912239.432660913,187760.56733908676,61.07105533737849
69,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2881803.216629283,218196.78337071688,61.07105533737849
70,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2851367.000597653,248632.999402347,61.07105533737849
71,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2820930.784566023,279069.21543397714,61.07105533737849
72,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2790494.568534393,309505.43146560725,61.07105533737849
73,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2760058.352502763,339941.64749723737,61.07105533737849
74,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2729622.1364711323,370377.8635288675,61.07105533737849
75,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2699185.920439502,400814.0795604976,61.07105533737849
76,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2668749.704407872,431250.29559212766,61.07105533737849
77,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2638313.488376242,461686.5116237578,61.07105533737849
78,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2607877.272344612,492122.7276553879,61.07105533737849
79,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2577441.056312982,522558.943687018,61.07105533737849
80,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2547004.840281352,552995.1597186481,61.07105533737849
81,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2516568.624249722,583431.3757502782,61.07105533737849
82,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2486132.408218092,613867.5917819083,61.07105533737849
83,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,2455696.1921864613,644303.8078135385,61.07105533737849
84,394,25.750781347295877,1428.0,1182.0,0.31694793922903375,0.0,0.7160497697278261,0,3043736.8,56263.200000000004,47.83044874189497
85,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,3013116.203343933,86883.79665606692,47.83044874189497
86,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2974801.89091504,125198.10908496003,47.83044874189497
87,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2936487.578486147,163512.42151385316,47.83044874189497
88,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2898173.266057254,201826.73394274627,47.83044874189497
89,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2859858.9536283603,240141.0463716394,47.83044874189497
90,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2821544.6411994672,278455.3588005325,47.83044874189497
91,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2783230.328770574,316769.67122942564,47.83044874189497
92,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2744916.016341681,355083.98365831876,47.83044874189497
93,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2706601.703912788,393398.2960872119,47.83044874189497
94,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2668287.391483895,431712.608516105,47.83044874189497
95,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2629973.079055002,470026.9209449981,47.83044874189497
96,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2591658.766626109,508341.2333738912,47.83044874189497
97,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2553344.4541972154,546655.5458027843,47.83044874189497
98,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2515030.1417683223,584969.8582316774,47.83044874189497
99,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2476715.8293394293,623284.1706605705,47.83044874189497
100,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2438401.516910536,661598.4830894637,47.83044874189497
101,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2400087.204481643,699912.7955183568,47.83044874189497
102,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2361772.89205275,738227.1079472499,47.83044874189497
103,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2323458.579623857,776541.4203761431,47.83044874189497
104,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,2285144.267194964,814855.7328050362,47.83044874189497
105,493,25.908482844744025,1428.0,1479.0,0.3014584877516188,0.0,0.7692971999287284,0,3029599.6,70400.4,41.62480534083583
106,588,26.042694145936085,1428.0,1764.0,0.27483941765258424,0.0,0.9797958971132712,0,2991083.970619319,108916.0293806812,41.62480534083583
107,588,26.042694145936085,1428.0,1764.0,0.27483941765258424,0.0,0.9797958971132712,0,2945145.8597546224,154854.14024537752,41.62480534083583
108,588,26.042694145936085,1428.0,1764.0,0.27483941765258424,0.0,0.9797958971132712,0,2899207.7488899264,200792.25111007382,41.62480534083583
109,588,26.042694145936085,1428.0,1764.0,0.27483941765258424,0.0,0.9797958971132712,0,2853269.63802523,246730.36197477015,41.62480534083583
110,588,26.042694145936085,1428.0,1764.0,0.27483941765258424,0.0,0.9797958971132712,0,2807331.5271605337,292668.47283946647,41.62480534083583
111,588,26.042694145936085,1428.0,1764.0,0.27483941765258424,0.0,0.9797958971132712,0,2761393.416295837,338606.5837041628,41.62480534083583
112,588,26.042694145936085,1428.0,1764.0,0.27483941765258424,0.0,0.9797958971132712,0,2715455.305431141,384544.69456885906,41.62480534083583
